icm4n607_acc,iven_sense,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
885957352,3,-0.77505004,-15.4150505,9.589951,1779995428931
885957363,3,-2.4750001,-9.736051,8.781,1779995428941
885957373,3,-3.03795,-4.059,9.894,1779995428951
885957383,3,-2.3170502,-1.1520001,11.083951,1779995428961
885957393,3,-1.8409501,-2.706,12.83205,1779995428970
885957403,3,-0.88305,-6.91305,7.2720003,1779995428982
885957413,3,-4.695,-6.3960004,8.019,1779995428991
885957423,3,-8.302951,-5.0020504,12.49905,1779995429000
885957433,3,-10.824,-4.425,8.812051,1779995429011
885957443,3,-13.089001,-3.1230001,8.99895,1779995429020
885957453,3,-12.715051,-2.5099502,12.231001,1779995429033
885957463,3,-12.0379505,-2.6149502,9.741,1779995429041
885957473,3,-11.833951,-2.565,8.23995,1779995429051
885957483,3,-11.494051,-2.0670002,11.503051,1779995429061
885957493,3,-10.60305,-1.9879501,10.16895,1779995429071
885957504,3,-9.98805,-1.99995,8.89305,1779995429082
885957514,3,-9.835051,-1.64295,10.255951,1779995429092
885957524,3,-9.22395,-1.27695,10.52595,1779995429102
885957534,3,-8.53695,-1.19595,9.45405,1779995429113
885957544,3,-8.03205,-0.96300006,9.23595,1779995429122
885957554,3,-7.7689505,-0.657,10.509001,1779995429133
885957564,3,-7.1920505,-0.48405004,10.114051,1779995429143
885957574,3,-6.6889505,-0.37905002,9.262051,1779995429152
885957584,3,-6.39195,-0.08205,9.564,1779995429162
885957594,3,-6.0739503,0.123,9.922951,1779995429173
885957604,3,-5.6020503,0.48705003,10.516951,1779995429183
885957614,3,-5.2720504,0.666,9.81,1779995429193
885957624,3,-4.92705,0.91995007,9.870001,1779995429203
885957635,3,-4.467,1.1020501,9.967951,1779995429213
885957645,3,-4.1010003,1.22895,9.56805,1779995429223
885957655,3,-3.7750502,1.5090001,9.898951,1779995429233
885957665,3,-3.41595,1.6789501,10.284,1779995429243
885957675,3,-3.0859501,1.7050501,9.81,1779995429253
885957685,3,-2.736,1.8349501,9.18105,1779995429264
885957695,3,-2.5540502,2.08395,10.234051,1779995429273
885957705,3,-2.25705,2.127,10.219951,1779995429283
885957715,3,-1.9560001,2.148,9.319051,1779995429293
