linear_acc,mtk,2026-06-11_17-04-59.349_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2077235470,3,-0.004268,0.001638,0.082144
2077235480,3,-0.038932,0.008569,0.021109
2077235490,3,-0.06201,0.005612,-0.003153
2077235500,3,-0.060972,0.008008,-0.007879
2077235510,3,-0.043147,0.015228,-0.009767
2077235520,3,-0.02446,0.005378,-0.008856
2077235530,3,-0.00443,-0.015072,-0.025345
2077235540,3,0.00397,-0.016031,-0.03623
2077235550,3,-0.004303,-0.001155,-0.05894
2077235560,3,-0.017744,-4.96E-4,-0.080076
2077235570,3,-0.031966,-0.003509,-0.125475
2077235580,3,-0.03135,-0.009422,-0.153904
2077235591,3,-0.010295,-0.016272,-0.168192
2077235601,3,0.021617,-0.015254,-0.178013
2077235611,3,0.047788,-0.022033,-0.1701
2077235621,3,0.054143,-0.03757,-0.126651
2077235631,3,0.045926,-0.035078,-0.060767
2077235641,3,0.031781,-0.014341,-0.023414
2077235651,3,0.017454,-0.007557,-0.005562
2077235661,3,0.001976,-0.008986,0.002288
2077235671,3,-0.015564,0.003953,-7.06E-4
2077235681,3,-0.027454,0.012937,0.00366
2077235691,3,-0.022819,0.006123,0.008088
2077235701,3,-0.006713,-0.004061,0.0146
2077235711,3,0.014027,-0.011945,0.028357
2077235722,3,0.036954,-0.019495,0.057221
2077235732,3,0.048078,-0.017585,0.05515
2077235742,3,0.041904,-0.012785,-0.001376
2077235752,3,0.024226,-0.017007,-0.061917
2077235762,3,0.006017,-0.014292,-0.140158
2077235772,3,-0.011841,-0.003669,-0.168486
2077235782,3,-0.011843,-0.009193,-0.189629
2077235792,3,-0.008039,-0.013492,-0.199062
2077235802,3,-0.010393,0.001988,-0.19731
2077235812,3,-0.018156,0.011424,-0.17899
2077235822,3,-0.027619,0.015879,-0.144804
2077235832,3,-0.03932,0.030312,-0.090338
2077235842,3,-0.044229,0.019821,-0.08564
2077235853,3,-0.043067,0.016543,-0.039346
2077235863,3,-0.043397,0.038819,0.049913
2077235873,3,-0.042241,0.05217,0.144312
2077235883,3,-0.05067,0.054624,0.280945
2077235893,3,-0.063432,0.062719,0.398974
2077235903,3,-0.076784,0.084627,0.478993
2077235913,3,-0.091228,0.097257,0.620496
2077235923,3,-0.083107,0.100321,0.704686
2077235933,3,-0.07616,0.110634,0.735609
2077235943,3,-0.060579,0.107351,0.742502
2077235953,3,-0.030905,0.092099,0.74039
2077235963,3,0.009168,0.071839,0.712414
2077235973,3,0.055232,0.03811,0.649729
2077235983,3,0.091724,0.009298,0.587762
2077235994,3,0.104148,0.021822,0.588517
2077236004,3,0.091567,0.035009,0.526764
2077236014,3,0.062944,0.025305,0.383506
2077236024,3,0.035394,0.021776,0.235343
2077236034,3,0.032893,0.021828,0.050025
2077236044,3,0.039592,0.01508,-0.076789
2077236054,3,0.070682,-0.026243,-0.143074
2077236064,3,0.11733,-0.063032,-0.24486
2077236074,3,0.148232,-0.088084,-0.34734
2077236084,3,0.141769,-0.089025,-0.462943
2077236094,3,0.093312,-0.069489,-0.552967
2077236104,3,0.038931,-0.058531,-0.612767
2077236114,3,0.011291,-0.055808,-0.605708
2077236125,3,-0.014187,-0.028425,-0.602441
2077236135,3,-0.050323,-0.006381,-0.573663
2077236145,3,-0.079963,0.001764,-0.569905
2077236155,3,-0.081592,-6.45E-4,-0.507574
2077236165,3,-0.055871,-0.013553,-0.402011
2077236175,3,-0.037838,-0.019935,-0.287448
2077236185,3,-0.040957,-0.017342,-0.171733
2077236195,3,-0.052567,-0.014955,-0.069214
2077236205,3,-0.076956,0.008139,-0.011966
2077236215,3,-0.114067,0.038625,0.008864
2077236225,3,-0.140322,0.054701,0.014918
2077236235,3,-0.121013,0.03617,0.082497
2077236245,3,-0.06367,0.010559,0.112698
2077236256,3,-0.020599,-0.006792,0.09755
2077236266,3,-0.019466,-0.004296,0.037749
2077236276,3,-0.011526,-0.019207,0.029995
2077236286,3,0.026461,-0.040143,0.013297
2077236296,3,0.058038,-0.049045,-0.017066
2077236306,3,0.051905,-0.049356,-0.083731
2077236316,3,0.032734,-0.046247,-0.145334
2077236326,3,0.035647,-0.053233,-0.179882
2077236336,3,0.064505,-0.054142,-0.192237
2077236346,3,0.091325,-0.048837,-0.190822
2077236356,3,0.084535,-0.045429,-0.187287
2077236366,3,0.054383,-0.036034,-0.177809
2077236376,3,0.017222,-0.021633,-0.148556
2077236387,3,-0.002474,-0.012529,-0.127406
2077236397,3,7.91E-4,-0.014314,-0.082829
2077236407,3,0.014067,-0.006594,-0.039335
2077236417,3,0.022946,-0.008089,-0.004309
2077236427,3,0.022334,-0.014587,0.021668
2077236437,3,0.002725,0.003049,0.01139
2077236447,3,-0.012276,0.015908,0.031091
2077236457,3,-0.003566,0.013463,0.027074
2077236467,3,-0.003495,0.01052,0.001801
2077236477,3,-0.012426,0.014815,-0.05678
2077236487,3,-0.036185,0.020361,-0.145681
2077236497,3,-0.04544,0.023756,-0.156188
2077236507,3,-0.030639,0.01233,-0.129431
2077236517,3,-0.004082,0.003282,0.034818
2077236528,3,0.032898,0.004578,0.128777
2077236538,3,0.044268,-8.63E-4,0.087767
2077236548,3,0.024935,0.008935,0.075516
2077236558,3,0.007492,0.024386,0.056042
2077236568,3,0.003914,0.022106,0.081925
2077236578,3,-0.010046,0.019561,0.13123
2077236588,3,-0.021599,0.021496,0.165913
2077236598,3,-0.026363,0.027318,0.157732
2077236608,3,-0.029552,0.026906,0.18594
2077236618,3,-0.024289,0.017477,0.23608
2077236628,3,-0.032757,0.026828,0.299111
2077236638,3,-0.04889,0.06486,0.383031
2077236648,3,-0.06403,0.067571,0.392252
2077236659,3,-0.065546,0.039785,0.389445
2077236669,3,-0.058102,0.041105,0.253305
2077236679,3,-0.058854,0.078866,0.169777
2077236689,3,-0.047129,0.097758,0.223196
2077236699,3,-0.028477,0.072382,0.264049
2077236709,3,-0.029666,0.052095,0.333125
2077236719,3,-0.040732,0.075083,0.368395
2077236729,3,-0.041685,0.098222,0.360412
2077236739,3,-0.031632,0.06691,0.346734
2077236749,3,-0.015214,0.056473,0.364374
2077236759,3,0.007067,0.076148,0.383491
2077236769,3,0.040659,0.096708,0.378194
2077236779,3,0.078898,0.074637,0.347696
2077236790,3,0.111212,0.015959,0.30343
2077236800,3,0.111513,0.004135,0.280284
2077236810,3,0.081213,0.047032,0.252944
2077236820,3,0.033001,0.064691,0.229892
2077236830,3,-0.0155,0.028556,0.206622
2077236840,3,-0.064086,0.015047,0.167506
2077236850,3,-0.08277,0.019053,0.168597
2077236860,3,-0.054416,0.002501,0.182691
2077236870,3,-0.005419,0.005929,0.146814
2077236880,3,0.040891,0.019334,0.081843
2077236890,3,0.077234,0.027595,0.044271
2077236900,3,0.102242,0.001418,0.017326
2077236910,3,0.102555,-0.027324,-0.020144
2077236920,3,0.073986,-0.035759,-0.041609
2077236931,3,0.037748,-0.024405,-0.038454
2077236941,3,-0.003319,0.004785,-0.010424
2077236951,3,-0.033715,0.04667,-0.002738
2077236961,3,-0.048099,0.058994,-0.005162
2077236971,3,-0.04013,0.023199,-5.71E-4
2077236981,3,-0.021482,-0.004636,0.037188
2077236991,3,-0.001375,6.08E-4,0.109251
2077237001,3,0.010113,0.02742,0.137367
